subject_id,n_vertices,n_faces,non_manifold_edges,boundary_edges,status
sub-111026100_ses-3,60056,119869,1,242,NON_MANIFOLD
sub-111026100_ses-4,60079,119867,3,292,NON_MANIFOLD
sub-111036200_ses-1,60059,119861,4,259,NON_MANIFOLD
sub-111036200_ses-2,60058,119864,3,253,NON_MANIFOLD
sub-111036200_ses-3,60062,119865,3,260,NON_MANIFOLD
sub-111036200_ses-4,60069,119858,1,279,NON_MANIFOLD
sub-111051100_ses-1,60057,119879,2,235,NON_MANIFOLD
sub-111069100_ses-1,60055,119864,2,246,NON_MANIFOLD
sub-111069100_ses-3,60058,119853,1,262,NON_MANIFOLD
sub-111069100_ses-4,60066,119856,4,278,NON_MANIFOLD
sub-111088100_ses-1,60064,119871,2,257,NON_MANIFOLD
sub-111088100_ses-3,60067,119878,2,256,NON_MANIFOLD
sub-111088100_ses-4,60077,119868,1,285,NON_MANIFOLD
sub-111088200_ses-1,60065,119874,2,256,NON_MANIFOLD
sub-111088200_ses-2,60069,119878,2,260,NON_MANIFOLD
sub-111088200_ses-3,60067,119883,1,250,NON_MANIFOLD
sub-111095100_ses-1,60058,119871,3,246,NON_MANIFOLD
sub-111110100_ses-1,60062,119863,1,260,NON_MANIFOLD
sub-111110100_ses-3,60064,119864,4,266,NON_MANIFOLD
sub-111110100_ses-4,60076,119857,3,296,NON_MANIFOLD
sub-111122100_ses-1,60064,119862,4,268,NON_MANIFOLD
sub-111122100_ses-2,60059,119858,3,261,NON_MANIFOLD
sub-111122100_ses-3,60060,119863,2,257,NON_MANIFOLD
sub-111122100_ses-4,60074,119854,5,297,NON_MANIFOLD
sub-111180100_ses-1,60060,119879,1,240,NON_MANIFOLD
sub-111180100_ses-2,60068,119880,1,255,NON_MANIFOLD
sub-111180100_ses-3,60064,119880,2,248,NON_MANIFOLD
sub-111180100_ses-4,60072,119883,5,264,NON_MANIFOLD
sub-111183100_ses-1,60068,119861,4,277,NON_MANIFOLD
sub-111183100_ses-3,60057,119878,2,236,NON_MANIFOLD
sub-111189100_ses-1,60066,119866,3,267,NON_MANIFOLD
sub-111189100_ses-2,60065,119870,2,260,NON_MANIFOLD
sub-111189100_ses-3,60070,119870,4,272,NON_MANIFOLD
sub-111231100_ses-1,60066,119888,4,246,NON_MANIFOLD
sub-111231100_ses-2,60071,119886,2,256,NON_MANIFOLD
sub-111269100_ses-1,60070,119870,6,274,NON_MANIFOLD
sub-111269100_ses-2,60069,119869,2,269,NON_MANIFOLD
sub-111291100_ses-1,60068,119888,2,248,NON_MANIFOLD
sub-111291100_ses-2,60063,119892,3,235,NON_MANIFOLD
sub-111367100_ses-1,60072,119855,1,288,NON_MANIFOLD
sub-111367100_ses-2,60063,119872,1,253,NON_MANIFOLD
sub-111367100_ses-3,60069,119875,3,264,NON_MANIFOLD
sub-111367100_ses-4,60064,119872,2,256,NON_MANIFOLD
sub-111405100_ses-1,60066,119868,3,265,NON_MANIFOLD
sub-111405100_ses-4,60080,119874,5,289,NON_MANIFOLD
sub-111409100_ses-1,60058,119860,1,255,NON_MANIFOLD
sub-111409100_ses-2,60065,119859,1,270,NON_MANIFOLD
sub-111409100_ses-4,60070,119852,2,288,NON_MANIFOLD
sub-111440100_ses-1,60062,119879,3,246,NON_MANIFOLD
sub-111440100_ses-3,60063,119884,1,241,NON_MANIFOLD
sub-111440100_ses-4,60070,119888,3,253,NON_MANIFOLD
sub-111462100_ses-1,60059,119853,3,266,NON_MANIFOLD
sub-111462100_ses-3,60062,119853,0,269,OK
sub-111484100_ses-1,60057,119860,1,253,NON_MANIFOLD
sub-111487100_ses-1,60064,119865,2,263,NON_MANIFOLD
sub-111487100_ses-2,60061,119872,0,248,OK
sub-111487100_ses-3,60061,119871,1,250,NON_MANIFOLD
sub-111593100_ses-1,60076,119866,2,286,NON_MANIFOLD
sub-111593100_ses-2,60074,119873,0,273,OK
sub-111593100_ses-3,60070,119874,3,267,NON_MANIFOLD
sub-111593100_ses-4,60073,119875,1,270,NON_MANIFOLD
sub-111594100_ses-1,60064,119843,3,286,NON_MANIFOLD
sub-111594100_ses-2,60065,119860,3,271,NON_MANIFOLD
sub-111594100_ses-3,60058,119862,0,252,OK
sub-111618100_ses-1,60064,119865,1,262,NON_MANIFOLD
sub-111618100_ses-2,60069,119874,3,263,NON_MANIFOLD
sub-111618100_ses-4,60076,119877,2,275,NON_MANIFOLD
sub-111619100_ses-1,60067,119868,1,265,NON_MANIFOLD
sub-111622100_ses-1,60061,119866,1,255,NON_MANIFOLD
sub-111622100_ses-2,60062,119865,0,257,OK
sub-111622100_ses-3,60063,119866,2,260,NON_MANIFOLD
sub-111622100_ses-4,60062,119860,2,264,NON_MANIFOLD
sub-111624100_ses-1,60060,119879,0,239,OK
sub-111624100_ses-2,60063,119877,2,249,NON_MANIFOLD
sub-111624100_ses-3,60066,119881,2,251,NON_MANIFOLD
sub-111624100_ses-4,60067,119881,7,258,NON_MANIFOLD
sub-111662100_ses-1,60067,119881,3,254,NON_MANIFOLD
sub-111662100_ses-2,60072,119882,4,264,NON_MANIFOLD
sub-111662100_ses-3,60070,119893,3,248,NON_MANIFOLD
sub-111667100_ses-1,60062,119877,3,247,NON_MANIFOLD
sub-111667100_ses-2,60068,119873,1,262,NON_MANIFOLD
sub-111667100_ses-3,60062,119886,2,238,NON_MANIFOLD
sub-111694100_ses-1,60066,119855,4,279,NON_MANIFOLD
sub-111694100_ses-4,60063,119866,5,263,NON_MANIFOLD
sub-111695100_ses-1,60070,119863,3,278,NON_MANIFOLD
sub-111695100_ses-2,60070,119860,2,280,NON_MANIFOLD
sub-111695100_ses-3,60073,119862,3,285,NON_MANIFOLD
sub-111714100_ses-1,60062,119871,2,253,NON_MANIFOLD
sub-111714100_ses-2,60059,119869,1,248,NON_MANIFOLD
sub-111714100_ses-3,60077,119861,6,297,NON_MANIFOLD
sub-111714100_ses-4,60074,119872,4,278,NON_MANIFOLD
sub-111734100_ses-1,60069,119890,3,249,NON_MANIFOLD
sub-111734100_ses-3,60074,119893,2,255,NON_MANIFOLD
sub-111793100_ses-1,60074,119867,1,280,NON_MANIFOLD
sub-111793100_ses-2,60065,119869,2,261,NON_MANIFOLD
sub-111805100_ses-1,60070,119869,4,273,NON_MANIFOLD
sub-111805100_ses-2,60075,119865,3,286,NON_MANIFOLD
sub-111807100_ses-1,60065,119884,2,246,NON_MANIFOLD
sub-111807100_ses-2,60069,119891,3,248,NON_MANIFOLD
sub-111807100_ses-3,60067,119885,4,251,NON_MANIFOLD
sub-111814100_ses-1,60057,119874,6,244,NON_MANIFOLD
sub-111829100_ses-1,60067,119882,3,253,NON_MANIFOLD
sub-111829100_ses-2,60073,119878,5,271,NON_MANIFOLD
sub-111834100_ses-1,60072,119885,2,259,NON_MANIFOLD
sub-111837100_ses-1,60068,119865,2,271,NON_MANIFOLD
sub-111862100_ses-1,60054,119880,2,228,NON_MANIFOLD
sub-111862100_ses-2,60053,119883,2,223,NON_MANIFOLD
sub-111862100_ses-4,60066,119877,4,257,NON_MANIFOLD
sub-111884100_ses-1,60061,119870,3,253,NON_MANIFOLD
sub-111884100_ses-3,60066,119869,2,263,NON_MANIFOLD
sub-111884100_ses-4,60064,119871,1,256,NON_MANIFOLD
sub-111911100_ses-1,60065,119881,4,251,NON_MANIFOLD
sub-111911100_ses-2,60059,119888,3,231,NON_MANIFOLD
sub-111912100_ses-1,60065,119893,2,237,NON_MANIFOLD
sub-111926100_ses-1,60070,119876,2,264,NON_MANIFOLD
sub-111937100_ses-1,60070,119871,5,272,NON_MANIFOLD
sub-111937100_ses-2,60068,119873,2,263,NON_MANIFOLD
sub-111937100_ses-4,60078,119876,3,281,NON_MANIFOLD
sub-111938100_ses-1,60063,119872,3,255,NON_MANIFOLD
sub-111938100_ses-2,60067,119876,1,257,NON_MANIFOLD
sub-111940100_ses-1,60069,119881,4,259,NON_MANIFOLD
sub-111940100_ses-2,60063,119879,3,248,NON_MANIFOLD
sub-111949100_ses-1,60065,119878,1,251,NON_MANIFOLD
sub-111949100_ses-2,60071,119884,7,263,NON_MANIFOLD
sub-111975100_ses-1,60066,119861,1,270,NON_MANIFOLD
sub-111975100_ses-2,60071,119866,4,278,NON_MANIFOLD
sub-111975100_ses-4,60072,119864,2,280,NON_MANIFOLD
sub-111999100_ses-1,60062,119862,5,265,NON_MANIFOLD
sub-111999100_ses-2,60065,119867,2,263,NON_MANIFOLD
sub-111999100_ses-3,60063,119877,1,248,NON_MANIFOLD
sub-111999100_ses-4,60074,119868,3,281,NON_MANIFOLD
sub-112000100_ses-1,60066,119875,3,258,NON_MANIFOLD
sub-112000100_ses-2,60064,119881,4,249,NON_MANIFOLD
sub-112000100_ses-3,60073,119878,5,271,NON_MANIFOLD
sub-112000100_ses-4,60072,119874,1,269,NON_MANIFOLD
sub-112004100_ses-1,60076,119874,0,276,OK
sub-112004100_ses-2,60077,119883,3,272,NON_MANIFOLD
sub-112004100_ses-3,60078,119886,2,270,NON_MANIFOLD
sub-112004100_ses-4,60082,119881,1,282,NON_MANIFOLD
sub-112034100_ses-1,60064,119878,3,251,NON_MANIFOLD
sub-112034100_ses-3,60061,119884,4,240,NON_MANIFOLD
sub-112050100_ses-1,60070,119888,2,252,NON_MANIFOLD
sub-112061100_ses-1,60057,119864,1,249,NON_MANIFOLD
sub-112061100_ses-2,60058,119873,6,247,NON_MANIFOLD
sub-112061100_ses-3,60063,119867,0,257,OK
sub-112061100_ses-4,60077,119855,2,299,NON_MANIFOLD
sub-112109200_ses-1,60061,119872,2,250,NON_MANIFOLD
sub-112109200_ses-3,60068,119879,3,258,NON_MANIFOLD
sub-112128100_ses-1,60060,119866,5,257,NON_MANIFOLD
sub-112128100_ses-2,60064,119856,2,272,NON_MANIFOLD
sub-112128100_ses-3,60073,119865,2,281,NON_MANIFOLD
sub-112128100_ses-4,60073,119871,4,277,NON_MANIFOLD
sub-112165100_ses-1,60067,119871,5,266,NON_MANIFOLD
sub-112185100_ses-1,60062,119873,1,250,NON_MANIFOLD
sub-112185100_ses-2,60065,119876,1,253,NON_MANIFOLD
sub-112185100_ses-3,60064,119867,0,259,OK
sub-112198100_ses-1,60054,119864,1,243,NON_MANIFOLD
sub-112198100_ses-2,60065,119872,5,261,NON_MANIFOLD
sub-112198100_ses-3,60061,119877,3,246,NON_MANIFOLD
sub-112198100_ses-4,60081,119884,1,277,NON_MANIFOLD
sub-112213100_ses-1,60070,119855,3,286,NON_MANIFOLD
sub-112213100_ses-2,60071,119863,0,277,OK
sub-112213100_ses-3,60069,119865,0,271,OK
sub-112213100_ses-4,60071,119870,2,272,NON_MANIFOLD
sub-112217100_ses-1,60068,119861,3,276,NON_MANIFOLD
sub-112217100_ses-3,60075,119871,2,279,NON_MANIFOLD
sub-112244100_ses-1,60067,119876,1,257,NON_MANIFOLD
sub-112244100_ses-3,60075,119887,4,265,NON_MANIFOLD
sub-112254100_ses-1,60066,119875,3,258,NON_MANIFOLD
sub-112254100_ses-3,60073,119882,3,265,NON_MANIFOLD
sub-112259100_ses-1,60072,119871,4,275,NON_MANIFOLD
sub-112259100_ses-2,60073,119870,5,279,NON_MANIFOLD
sub-112259100_ses-3,60074,119872,4,278,NON_MANIFOLD
sub-112259100_ses-4,60073,119868,3,279,NON_MANIFOLD
sub-112278100_ses-1,60065,119857,1,272,NON_MANIFOLD
sub-112278100_ses-2,60066,119870,3,263,NON_MANIFOLD
sub-112278100_ses-3,60070,119870,1,269,NON_MANIFOLD
sub-112278100_ses-4,60073,119870,3,277,NON_MANIFOLD
sub-112279100_ses-1,60063,119888,1,237,NON_MANIFOLD
sub-112279100_ses-3,60062,119888,2,236,NON_MANIFOLD
sub-112279100_ses-4,60072,119887,4,259,NON_MANIFOLD
sub-112281100_ses-1,60066,119875,1,256,NON_MANIFOLD
sub-112282100_ses-1,60076,119881,3,272,NON_MANIFOLD
sub-112282100_ses-2,60073,119879,2,267,NON_MANIFOLD
sub-112282100_ses-3,60069,119887,1,250,NON_MANIFOLD
sub-112290100_ses-1,60059,119851,3,268,NON_MANIFOLD
sub-112290100_ses-4,60061,119852,2,270,NON_MANIFOLD
sub-112296100_ses-1,60057,119875,0,237,OK
sub-112296100_ses-2,60069,119876,1,261,NON_MANIFOLD
sub-112296100_ses-3,60066,119882,4,252,NON_MANIFOLD
sub-112296100_ses-4,60069,119875,2,263,NON_MANIFOLD
sub-112380100_ses-1,60054,119859,2,249,NON_MANIFOLD
sub-112391100_ses-1,60065,119869,2,261,NON_MANIFOLD
sub-112391100_ses-2,60070,119877,2,263,NON_MANIFOLD
sub-112391100_ses-3,60081,119875,3,288,NON_MANIFOLD
sub-112449100_ses-1,60064,119871,1,256,NON_MANIFOLD
sub-112449100_ses-3,60069,119866,2,272,NON_MANIFOLD
sub-112457100_ses-1,60073,119873,3,274,NON_MANIFOLD
sub-112457100_ses-3,60074,119885,0,261,OK
sub-112460100_ses-1,60063,119863,3,264,NON_MANIFOLD
sub-112481100_ses-1,60053,119864,1,241,NON_MANIFOLD
sub-112481100_ses-3,60064,119870,1,257,NON_MANIFOLD
sub-112491100_ses-1,60065,119850,3,281,NON_MANIFOLD
sub-112491100_ses-3,60069,119868,2,270,NON_MANIFOLD
sub-112498100_ses-1,60068,119869,5,270,NON_MANIFOLD
sub-112498100_ses-2,60078,119868,1,287,NON_MANIFOLD
sub-112498100_ses-3,60079,119878,2,280,NON_MANIFOLD
sub-112499100_ses-1,60063,119869,3,258,NON_MANIFOLD
sub-112499100_ses-2,60061,119867,1,254,NON_MANIFOLD
sub-112500100_ses-1,60073,119868,2,278,NON_MANIFOLD
sub-112500100_ses-2,60068,119878,2,258,NON_MANIFOLD
sub-112502100_ses-1,60061,119872,0,248,OK
sub-112502100_ses-2,60062,119878,0,244,OK
sub-112502100_ses-3,60068,119876,2,260,NON_MANIFOLD
sub-112502100_ses-4,60070,119881,4,261,NON_MANIFOLD
sub-112504100_ses-1,60063,119877,3,250,NON_MANIFOLD
sub-112504100_ses-2,60065,119878,0,250,OK
sub-112504100_ses-4,60068,119882,0,252,OK
sub-112600100_ses-1,60064,119871,0,255,OK
sub-112600100_ses-2,60074,119877,0,269,OK
sub-112600100_ses-3,60071,119870,6,276,NON_MANIFOLD
sub-112600100_ses-4,60074,119882,4,268,NON_MANIFOLD
sub-112615100_ses-1,60057,119874,2,240,NON_MANIFOLD
sub-112615100_ses-2,60069,119869,2,269,NON_MANIFOLD
sub-112615100_ses-3,60071,119881,1,260,NON_MANIFOLD
sub-112615100_ses-4,60067,119871,4,265,NON_MANIFOLD
sub-112628100_ses-1,60057,119878,1,235,NON_MANIFOLD
sub-112628100_ses-2,60066,119871,3,262,NON_MANIFOLD
sub-112633100_ses-1,60065,119860,1,269,NON_MANIFOLD
sub-112633100_ses-2,60063,119865,2,261,NON_MANIFOLD
sub-112652100_ses-1,60066,119855,0,275,OK
sub-112652100_ses-2,60064,119867,1,260,NON_MANIFOLD
sub-112652100_ses-4,60086,119859,5,316,NON_MANIFOLD
sub-112663100_ses-1,60071,119878,3,265,NON_MANIFOLD
sub-112666100_ses-1,60059,119875,4,245,NON_MANIFOLD
sub-112666100_ses-3,60068,119882,6,258,NON_MANIFOLD
sub-112674100_ses-1,60060,119892,2,228,NON_MANIFOLD
sub-112674100_ses-2,60072,119890,3,255,NON_MANIFOLD
sub-112677100_ses-1,60065,119862,0,266,OK
sub-112677100_ses-2,60062,119877,2,247,NON_MANIFOLD
sub-112693100_ses-1,60073,119877,2,269,NON_MANIFOLD
sub-112693100_ses-3,60068,119891,1,244,NON_MANIFOLD
sub-112693100_ses-4,60079,119878,2,280,NON_MANIFOLD
sub-112696100_ses-1,60069,119875,3,264,NON_MANIFOLD
sub-112696100_ses-2,60073,119879,3,268,NON_MANIFOLD
sub-112696100_ses-3,60075,119884,1,265,NON_MANIFOLD
sub-112699100_ses-1,60073,119873,2,273,NON_MANIFOLD
sub-112703100_ses-1,60065,119855,1,274,NON_MANIFOLD
sub-112729100_ses-1,60066,119882,3,251,NON_MANIFOLD
sub-112736100_ses-1,60066,119875,4,258,NON_MANIFOLD
sub-112736100_ses-2,60073,119883,2,263,NON_MANIFOLD
sub-112736100_ses-3,60083,119887,4,281,NON_MANIFOLD
sub-112736100_ses-4,60078,119874,2,282,NON_MANIFOLD
sub-112740100_ses-1,60065,119870,2,260,NON_MANIFOLD
sub-112740100_ses-2,60070,119867,0,271,OK
sub-112745100_ses-1,60060,119849,1,270,NON_MANIFOLD
sub-112745100_ses-2,60056,119854,3,259,NON_MANIFOLD
sub-112745100_ses-3,60061,119862,3,261,NON_MANIFOLD
sub-112758100_ses-1,60062,119868,2,256,NON_MANIFOLD
sub-112765100_ses-1,60061,119883,3,240,NON_MANIFOLD
sub-112765100_ses-4,60072,119879,2,265,NON_MANIFOLD
sub-112769100_ses-1,60084,119887,2,281,NON_MANIFOLD
sub-112769100_ses-2,60089,119890,5,291,NON_MANIFOLD
sub-112769100_ses-4,60087,119895,2,279,NON_MANIFOLD
sub-112774100_ses-1,60054,119883,2,225,NON_MANIFOLD
sub-112774100_ses-2,60060,119887,2,233,NON_MANIFOLD
sub-112778100_ses-1,60072,119858,5,287,NON_MANIFOLD
sub-112783100_ses-1,60067,119873,0,259,OK
sub-112783100_ses-2,60070,119877,5,266,NON_MANIFOLD
sub-112783100_ses-3,60067,119878,2,256,NON_MANIFOLD
sub-112783100_ses-4,60073,119881,1,264,NON_MANIFOLD
sub-112791100_ses-1,60058,119880,2,236,NON_MANIFOLD
sub-112795100_ses-1,60070,119881,2,259,NON_MANIFOLD
sub-112795100_ses-2,60072,119890,3,255,NON_MANIFOLD
sub-112795100_ses-3,60068,119888,1,247,NON_MANIFOLD
sub-112797100_ses-1,60057,119853,2,261,NON_MANIFOLD
sub-112809100_ses-1,60072,119877,3,268,NON_MANIFOLD
sub-112809100_ses-2,60073,119881,4,267,NON_MANIFOLD
sub-112811100_ses-1,60067,119864,2,270,NON_MANIFOLD
sub-112814100_ses-1,60068,119876,3,261,NON_MANIFOLD
sub-112814100_ses-2,60069,119880,4,260,NON_MANIFOLD
sub-112814100_ses-3,60065,119888,2,242,NON_MANIFOLD
sub-112823100_ses-1,60070,119884,3,257,NON_MANIFOLD
sub-112831100_ses-1,60079,119863,4,297,NON_MANIFOLD
sub-112831100_ses-2,60067,119881,3,254,NON_MANIFOLD
sub-112831100_ses-4,60082,119872,7,297,NON_MANIFOLD
sub-112832100_ses-1,60058,119894,3,223,NON_MANIFOLD
sub-112832100_ses-2,60070,119894,2,246,NON_MANIFOLD
sub-112835100_ses-1,60057,119884,3,231,NON_MANIFOLD
sub-112842100_ses-1,60067,119885,1,248,NON_MANIFOLD
sub-112842100_ses-3,60075,119894,2,256,NON_MANIFOLD
sub-112842100_ses-4,60077,119889,4,267,NON_MANIFOLD
sub-112846100_ses-1,60058,119864,2,252,NON_MANIFOLD
sub-112846100_ses-2,60056,119875,1,236,NON_MANIFOLD
sub-112846100_ses-3,60062,119880,4,246,NON_MANIFOLD
sub-112846100_ses-4,60060,119879,2,241,NON_MANIFOLD
sub-112850100_ses-1,60062,119869,3,256,NON_MANIFOLD
sub-112850100_ses-2,60062,119868,2,256,NON_MANIFOLD
sub-112850100_ses-4,60078,119861,0,295,OK
sub-112867100_ses-1,60065,119879,1,250,NON_MANIFOLD
sub-112890100_ses-1,60067,119868,1,265,NON_MANIFOLD
sub-112893100_ses-1,60065,119874,3,257,NON_MANIFOLD
sub-112899100_ses-1,60062,119866,0,256,OK
sub-112899100_ses-2,60058,119872,2,244,NON_MANIFOLD
sub-112905100_ses-1,60057,119868,2,246,NON_MANIFOLD
sub-112917100_ses-1,60067,119867,0,265,OK
sub-112917100_ses-4,60077,119867,3,288,NON_MANIFOLD
sub-112921100_ses-1,60063,119902,4,226,NON_MANIFOLD
sub-112921100_ses-4,60069,119907,3,232,NON_MANIFOLD
sub-112932100_ses-1,60062,119857,3,267,NON_MANIFOLD
sub-112938100_ses-1,60065,119847,3,284,NON_MANIFOLD
sub-112953100_ses-1,60063,119873,7,258,NON_MANIFOLD
sub-112953100_ses-2,60056,119879,4,235,NON_MANIFOLD
sub-112953100_ses-4,60064,119879,3,250,NON_MANIFOLD
sub-112961100_ses-1,60075,119868,2,282,NON_MANIFOLD
sub-112961100_ses-2,60066,119882,1,249,NON_MANIFOLD
sub-112961100_ses-3,60072,119888,8,262,NON_MANIFOLD
sub-112965100_ses-1,60057,119868,2,246,NON_MANIFOLD
sub-112970100_ses-1,60054,119864,2,244,NON_MANIFOLD
sub-112982100_ses-1,60068,119874,4,264,NON_MANIFOLD
sub-112982100_ses-2,60072,119882,0,260,OK
sub-112994100_ses-1,60071,119890,4,254,NON_MANIFOLD
sub-113003100_ses-1,60063,119883,2,243,NON_MANIFOLD
sub-113003100_ses-3,60072,119889,5,258,NON_MANIFOLD
sub-113003100_ses-4,60079,119895,1,262,NON_MANIFOLD
sub-113005100_ses-1,60072,119888,7,261,NON_MANIFOLD
sub-113009100_ses-1,60062,119870,1,253,NON_MANIFOLD
sub-113026100_ses-1,60067,119867,2,267,NON_MANIFOLD
sub-113034100_ses-1,60065,119850,3,281,NON_MANIFOLD
sub-113039100_ses-1,60078,119883,4,275,NON_MANIFOLD
sub-113042100_ses-1,60061,119877,5,248,NON_MANIFOLD
sub-113044100_ses-1,60062,119872,5,254,NON_MANIFOLD
sub-113044100_ses-3,60067,119866,2,268,NON_MANIFOLD
sub-113044100_ses-4,60074,119864,2,284,NON_MANIFOLD
sub-113051100_ses-1,60067,119891,3,244,NON_MANIFOLD
sub-113071100_ses-1,60062,119899,4,227,NON_MANIFOLD
sub-113087100_ses-1,60056,119878,3,235,NON_MANIFOLD
sub-113091100_ses-1,60065,119887,1,242,NON_MANIFOLD
sub-113091100_ses-3,60070,119902,3,239,NON_MANIFOLD
sub-113095100_ses-1,60075,119835,2,313,NON_MANIFOLD
sub-113103100_ses-1,60067,119846,1,287,NON_MANIFOLD
sub-113103100_ses-3,60070,119838,3,303,NON_MANIFOLD
sub-113109100_ses-1,60069,119868,3,271,NON_MANIFOLD
sub-113109100_ses-3,60073,119868,3,279,NON_MANIFOLD
sub-113115100_ses-1,60060,119857,1,262,NON_MANIFOLD
sub-113117100_ses-1,60070,119874,1,265,NON_MANIFOLD
sub-113121100_ses-1,60066,119850,2,282,NON_MANIFOLD
sub-113139100_ses-1,60058,119872,1,243,NON_MANIFOLD
sub-113139100_ses-3,60067,119883,1,250,NON_MANIFOLD
sub-113160100_ses-1,60060,119871,2,249,NON_MANIFOLD
sub-113160100_ses-3,60062,119878,1,245,NON_MANIFOLD
sub-113160100_ses-4,60064,119876,4,254,NON_MANIFOLD
sub-113177100_ses-1,60069,119885,4,255,NON_MANIFOLD
sub-113177100_ses-3,60077,119886,7,273,NON_MANIFOLD
sub-113187100_ses-1,60062,119872,2,252,NON_MANIFOLD
sub-113191100_ses-1,60068,119863,1,272,NON_MANIFOLD
sub-113202100_ses-1,60071,119880,4,264,NON_MANIFOLD
sub-113212100_ses-1,60063,119883,2,243,NON_MANIFOLD
sub-113212100_ses-3,60069,119876,1,261,NON_MANIFOLD
sub-113225100_ses-1,60072,119860,3,285,NON_MANIFOLD
sub-113243100_ses-1,60072,119886,3,259,NON_MANIFOLD
sub-113255100_ses-1,60072,119862,0,280,OK
sub-113255100_ses-2,60066,119879,4,255,NON_MANIFOLD
sub-113255100_ses-3,60070,119875,5,268,NON_MANIFOLD
sub-113270100_ses-1,60080,119882,3,279,NON_MANIFOLD
sub-113270100_ses-3,60066,119878,2,254,NON_MANIFOLD
sub-113283100_ses-1,60077,119879,1,274,NON_MANIFOLD
sub-113310100_ses-1,60066,119879,1,252,NON_MANIFOLD
sub-113343100_ses-1,60055,119876,2,234,NON_MANIFOLD
sub-113343100_ses-3,60074,119882,3,267,NON_MANIFOLD
sub-113369100_ses-1,60069,119880,2,258,NON_MANIFOLD
sub-113411100_ses-1,60065,119892,1,237,NON_MANIFOLD
sub-113411100_ses-3,60065,119899,3,232,NON_MANIFOLD
sub-113424100_ses-1,60062,119881,2,243,NON_MANIFOLD
sub-113438100_ses-1,60066,119877,4,257,NON_MANIFOLD
sub-113452100_ses-1,60071,119867,2,275,NON_MANIFOLD
sub-113466100_ses-1,60070,119876,4,266,NON_MANIFOLD
sub-113506100_ses-1,60063,119882,1,242,NON_MANIFOLD
sub-113506100_ses-3,60065,119877,0,251,OK
sub-113520100_ses-1,60078,119881,5,278,NON_MANIFOLD
sub-113520100_ses-3,60082,119879,4,287,NON_MANIFOLD
sub-113527100_ses-3,60068,119859,2,277,NON_MANIFOLD
sub-113533100_ses-1,60070,119890,4,252,NON_MANIFOLD
sub-113540100_ses-1,60062,119872,0,250,OK
sub-113540100_ses-3,60075,119880,1,269,NON_MANIFOLD
sub-113554100_ses-1,60063,119885,4,243,NON_MANIFOLD
sub-113560100_ses-1,60077,119883,3,272,NON_MANIFOLD
sub-113567100_ses-1,60068,119866,4,270,NON_MANIFOLD
sub-113571100_ses-3,60067,119891,2,243,NON_MANIFOLD
sub-113585100_ses-1,60061,119879,4,245,NON_MANIFOLD
sub-113602100_ses-1,60074,119894,6,258,NON_MANIFOLD
sub-113602100_ses-3,60071,119894,0,246,OK
sub-113608100_ses-1,60065,119882,2,248,NON_MANIFOLD
sub-113622100_ses-1,60069,119886,2,252,NON_MANIFOLD
sub-113622100_ses-3,60074,119885,3,264,NON_MANIFOLD
sub-113635100_ses-1,60063,119880,1,245,NON_MANIFOLD
sub-113648100_ses-1,60065,119856,0,272,OK
sub-113654100_ses-1,60073,119888,3,259,NON_MANIFOLD
sub-113654100_ses-3,60076,119888,1,263,NON_MANIFOLD
sub-113697100_ses-1,60080,119882,0,276,OK
sub-113697100_ses-2,60068,119892,2,244,NON_MANIFOLD
sub-113701100_ses-1,60067,119879,1,254,NON_MANIFOLD
sub-113807100_ses-3,60063,119858,3,269,NON_MANIFOLD
sub-113829100_ses-3,60069,119876,1,261,NON_MANIFOLD
sub-113841100_ses-1,60070,119877,4,265,NON_MANIFOLD
sub-113841100_ses-2,60074,119877,4,273,NON_MANIFOLD
sub-113841100_ses-3,60065,119880,2,250,NON_MANIFOLD
sub-113874100_ses-1,60057,119867,1,246,NON_MANIFOLD
sub-113886100_ses-1,60064,119857,2,271,NON_MANIFOLD
sub-113886100_ses-2,60063,119873,3,254,NON_MANIFOLD
sub-113904100_ses-1,60069,119883,4,256,NON_MANIFOLD
sub-113904100_ses-3,60070,119884,2,256,NON_MANIFOLD
sub-113924100_ses-3,60069,119873,0,263,OK
sub-113931100_ses-3,60067,119877,4,259,NON_MANIFOLD
sub-113952100_ses-3,60068,119870,3,267,NON_MANIFOLD
sub-113959100_ses-1,60060,119854,1,265,NON_MANIFOLD
sub-113994100_ses-3,60064,119871,3,258,NON_MANIFOLD
sub-114029100_ses-3,60069,119883,3,256,NON_MANIFOLD
sub-114043100_ses-3,60061,119873,2,249,NON_MANIFOLD
sub-114064100_ses-3,60071,119867,2,275,NON_MANIFOLD
sub-114113100_ses-3,60065,119865,1,264,NON_MANIFOLD
sub-114120100_ses-3,60070,119870,1,269,NON_MANIFOLD
sub-114148100_ses-3,60077,119898,3,257,NON_MANIFOLD
sub-114162100_ses-3,60069,119869,4,271,NON_MANIFOLD
sub-114175100_ses-1,60067,119866,4,270,NON_MANIFOLD
sub-114182100_ses-1,60068,119871,4,267,NON_MANIFOLD
sub-114187100_ses-1,60066,119884,2,248,NON_MANIFOLD
sub-114194100_ses-1,60071,119885,2,257,NON_MANIFOLD
sub-114201100_ses-3,60063,119871,3,256,NON_MANIFOLD
sub-114215100_ses-1,60062,119882,3,243,NON_MANIFOLD
sub-114222100_ses-3,60067,119867,0,265,OK
