subject_id,n_vertices,n_faces,non_manifold_edges,boundary_edges,status
sub-108370100_ses-4,60068,119855,1,280,NON_MANIFOLD
sub-108370100_ses-5,60073,119850,2,296,NON_MANIFOLD
sub-108372100_ses-1,60068,119871,0,263,OK
sub-108372100_ses-4,60071,119881,4,263,NON_MANIFOLD
sub-108372100_ses-5,60071,119872,3,271,NON_MANIFOLD
sub-108376100_ses-1,60072,119865,3,280,NON_MANIFOLD
sub-108378100_ses-1,60064,119881,4,249,NON_MANIFOLD
sub-108396100_ses-1,60063,119874,3,253,NON_MANIFOLD
sub-108396100_ses-2,60062,119868,2,256,NON_MANIFOLD
sub-108396100_ses-4,60065,119879,6,255,NON_MANIFOLD
sub-108396100_ses-5,60074,119868,2,280,NON_MANIFOLD
sub-108409100_ses-1,60064,119866,2,262,NON_MANIFOLD
sub-108409100_ses-2,60063,119870,2,256,NON_MANIFOLD
sub-108409100_ses-3,60065,119874,2,256,NON_MANIFOLD
sub-108409100_ses-4,60071,119869,2,273,NON_MANIFOLD
sub-108444100_ses-1,60071,119888,1,253,NON_MANIFOLD
sub-108444100_ses-2,60066,119894,3,239,NON_MANIFOLD
sub-108471100_ses-1,60057,119859,0,253,OK
sub-108471100_ses-2,60057,119880,1,233,NON_MANIFOLD
sub-108471100_ses-4,60067,119874,3,261,NON_MANIFOLD
sub-108471100_ses-5,60064,119869,4,261,NON_MANIFOLD
sub-108477100_ses-1,60075,119843,5,310,NON_MANIFOLD
sub-108477100_ses-2,60074,119848,3,301,NON_MANIFOLD
sub-108477100_ses-3,60074,119854,2,294,NON_MANIFOLD
sub-108477100_ses-4,60072,119856,2,288,NON_MANIFOLD
sub-108486100_ses-1,60056,119869,2,243,NON_MANIFOLD
sub-108486100_ses-4,60066,119871,4,263,NON_MANIFOLD
sub-108486100_ses-5,60074,119868,3,281,NON_MANIFOLD
sub-108500100_ses-1,60059,119879,3,240,NON_MANIFOLD
sub-108500100_ses-2,60063,119884,2,242,NON_MANIFOLD
sub-108500100_ses-3,60066,119884,3,249,NON_MANIFOLD
sub-108500100_ses-4,60068,119883,3,254,NON_MANIFOLD
sub-108500100_ses-5,60066,119888,4,246,NON_MANIFOLD
sub-108546100_ses-1,60070,119873,1,266,NON_MANIFOLD
sub-108558100_ses-1,60059,119873,3,246,NON_MANIFOLD
sub-108558100_ses-4,60075,119887,2,263,NON_MANIFOLD
sub-108558100_ses-5,60074,119885,4,265,NON_MANIFOLD
sub-108567100_ses-1,60063,119877,1,248,NON_MANIFOLD
sub-108567100_ses-2,60069,119879,2,259,NON_MANIFOLD
sub-108567100_ses-3,60070,119888,5,255,NON_MANIFOLD
sub-108567100_ses-4,60067,119890,2,244,NON_MANIFOLD
sub-108567100_ses-5,60086,119879,6,297,NON_MANIFOLD
sub-108570201_ses-1,60066,119872,3,261,NON_MANIFOLD
sub-108570201_ses-2,60064,119872,0,254,OK
sub-108570201_ses-3,60070,119874,1,265,NON_MANIFOLD
sub-108590100_ses-1,60066,119863,1,268,NON_MANIFOLD
sub-108590100_ses-2,60068,119874,5,265,NON_MANIFOLD
sub-108590100_ses-3,60061,119875,2,247,NON_MANIFOLD
sub-108590100_ses-4,60066,119878,2,254,NON_MANIFOLD
sub-108590100_ses-5,60070,119865,1,274,NON_MANIFOLD
sub-108598100_ses-1,60060,119866,2,254,NON_MANIFOLD
sub-108598100_ses-2,60065,119871,3,260,NON_MANIFOLD
sub-108598100_ses-3,60069,119876,3,263,NON_MANIFOLD
sub-108598100_ses-4,60072,119871,7,278,NON_MANIFOLD
sub-108598100_ses-5,60081,119850,4,314,NON_MANIFOLD
sub-108602100_ses-1,60060,119874,2,246,NON_MANIFOLD
sub-108602100_ses-2,60071,119874,5,271,NON_MANIFOLD
sub-108602100_ses-4,60070,119875,4,267,NON_MANIFOLD
sub-108637100_ses-1,60062,119864,1,259,NON_MANIFOLD
sub-108644100_ses-1,60072,119872,7,277,NON_MANIFOLD
sub-108644100_ses-2,60073,119873,2,273,NON_MANIFOLD
sub-108644100_ses-3,60072,119875,1,267,NON_MANIFOLD
sub-108644100_ses-4,60076,119875,1,276,NON_MANIFOLD
sub-108644100_ses-5,60076,119877,9,282,NON_MANIFOLD
sub-108670100_ses-1,60075,119886,4,266,NON_MANIFOLD
sub-108674100_ses-1,60066,119877,3,256,NON_MANIFOLD
sub-108674100_ses-2,60071,119882,2,260,NON_MANIFOLD
sub-108674100_ses-3,60078,119860,4,298,NON_MANIFOLD
sub-108676100_ses-1,60068,119880,1,255,NON_MANIFOLD
sub-108676100_ses-2,60067,119888,2,246,NON_MANIFOLD
sub-108676100_ses-3,60071,119884,6,262,NON_MANIFOLD
sub-108676100_ses-4,60075,119886,3,265,NON_MANIFOLD
sub-108676100_ses-5,60073,119880,5,269,NON_MANIFOLD
sub-108678100_ses-1,60069,119873,2,265,NON_MANIFOLD
sub-108678100_ses-2,60074,119875,1,272,NON_MANIFOLD
sub-108678100_ses-3,60076,119875,2,277,NON_MANIFOLD
sub-108678100_ses-4,60080,119882,3,279,NON_MANIFOLD
sub-108678100_ses-5,60086,119878,3,295,NON_MANIFOLD
sub-108679100_ses-1,60073,119878,5,271,NON_MANIFOLD
sub-108681100_ses-1,60060,119873,1,246,NON_MANIFOLD
sub-108681100_ses-2,60068,119873,2,263,NON_MANIFOLD
sub-108681100_ses-5,60074,119872,1,275,NON_MANIFOLD
sub-108690100_ses-1,60072,119848,4,298,NON_MANIFOLD
sub-108690100_ses-2,60062,119872,1,251,NON_MANIFOLD
sub-108693100_ses-1,60073,119882,1,263,NON_MANIFOLD
sub-108693100_ses-2,60079,119877,0,279,OK
sub-108693100_ses-3,60071,119878,1,263,NON_MANIFOLD
sub-108693100_ses-4,60081,119877,4,287,NON_MANIFOLD
sub-108698100_ses-1,60060,119868,1,251,NON_MANIFOLD
sub-108698100_ses-2,60068,119867,3,270,NON_MANIFOLD
sub-108703100_ses-1,60064,119877,6,255,NON_MANIFOLD
sub-108703100_ses-4,60060,119889,0,229,OK
sub-108703100_ses-5,60071,119876,5,269,NON_MANIFOLD
sub-108706100_ses-1,60065,119869,1,260,NON_MANIFOLD
sub-108706100_ses-2,60064,119881,3,248,NON_MANIFOLD
sub-108706100_ses-3,60064,119880,4,250,NON_MANIFOLD
sub-108706100_ses-4,60070,119880,2,260,NON_MANIFOLD
sub-108738100_ses-1,60069,119869,5,272,NON_MANIFOLD
sub-108738100_ses-2,60072,119870,2,274,NON_MANIFOLD
sub-108738100_ses-3,60071,119877,0,263,OK
sub-108750200_ses-1,60066,119851,1,280,NON_MANIFOLD
sub-108750200_ses-4,60071,119862,2,280,NON_MANIFOLD
sub-108751100_ses-1,60071,119866,5,279,NON_MANIFOLD
sub-108755100_ses-1,60064,119865,1,262,NON_MANIFOLD
sub-108755100_ses-4,60064,119874,3,255,NON_MANIFOLD
sub-108792100_ses-1,60071,119876,0,264,OK
sub-108792100_ses-4,60069,119886,2,252,NON_MANIFOLD
sub-108846100_ses-1,60063,119860,4,268,NON_MANIFOLD
sub-108846100_ses-2,60067,119871,5,266,NON_MANIFOLD
sub-108846100_ses-3,60058,119870,0,244,OK
sub-108846100_ses-4,60068,119866,2,270,NON_MANIFOLD
sub-108856100_ses-1,60068,119884,3,253,NON_MANIFOLD
sub-108856100_ses-4,60072,119880,2,264,NON_MANIFOLD
sub-108856100_ses-5,60080,119871,2,289,NON_MANIFOLD
sub-108881100_ses-1,60076,119870,0,280,OK
sub-108904100_ses-1,60064,119863,0,263,OK
sub-108904100_ses-2,60063,119866,2,260,NON_MANIFOLD
sub-108904100_ses-3,60073,119862,2,284,NON_MANIFOLD
sub-108904100_ses-5,60084,119850,4,320,NON_MANIFOLD
sub-108910100_ses-1,60054,119891,2,217,NON_MANIFOLD
sub-108913100_ses-1,60064,119853,3,276,NON_MANIFOLD
sub-108916100_ses-1,60055,119850,1,259,NON_MANIFOLD
sub-108916100_ses-4,60068,119850,1,285,NON_MANIFOLD
sub-108920100_ses-1,60063,119877,2,249,NON_MANIFOLD
sub-108920100_ses-2,60069,119882,3,257,NON_MANIFOLD
sub-108920100_ses-3,60069,119886,4,254,NON_MANIFOLD
sub-108920100_ses-4,60079,119887,5,274,NON_MANIFOLD
sub-108923100_ses-1,60064,119856,2,272,NON_MANIFOLD
sub-108923100_ses-4,60073,119866,3,281,NON_MANIFOLD
sub-108923100_ses-5,60069,119858,2,280,NON_MANIFOLD
sub-108965100_ses-1,60064,119871,0,255,OK
sub-108965100_ses-5,60080,119857,4,305,NON_MANIFOLD
sub-108970100_ses-1,60070,119886,3,255,NON_MANIFOLD
sub-108970100_ses-2,60077,119889,4,267,NON_MANIFOLD
sub-108970100_ses-3,60074,119889,4,261,NON_MANIFOLD
sub-108970100_ses-4,60077,119895,6,263,NON_MANIFOLD
sub-108975100_ses-1,60066,119875,2,257,NON_MANIFOLD
sub-108975100_ses-4,60079,119882,2,276,NON_MANIFOLD
sub-108990100_ses-1,60072,119891,1,252,NON_MANIFOLD
sub-108990100_ses-2,60067,119897,1,236,NON_MANIFOLD
sub-108990100_ses-3,60066,119898,3,235,NON_MANIFOLD
sub-108990100_ses-4,60070,119900,5,243,NON_MANIFOLD
sub-109009100_ses-1,60061,119880,2,242,NON_MANIFOLD
sub-109009100_ses-2,60067,119886,0,246,OK
sub-109009100_ses-3,60069,119886,3,253,NON_MANIFOLD
sub-109009100_ses-4,60071,119883,2,259,NON_MANIFOLD
sub-109012100_ses-1,60053,119873,2,233,NON_MANIFOLD
sub-109012100_ses-2,60059,119876,0,240,OK
sub-109012100_ses-3,60060,119883,2,237,NON_MANIFOLD
sub-109012100_ses-4,60063,119876,3,251,NON_MANIFOLD
sub-109012100_ses-5,60065,119854,4,278,NON_MANIFOLD
sub-109054100_ses-1,60073,119865,1,280,NON_MANIFOLD
sub-109054100_ses-2,60070,119875,3,266,NON_MANIFOLD
sub-109054100_ses-3,60063,119888,1,237,NON_MANIFOLD
sub-109056200_ses-1,60064,119881,7,252,NON_MANIFOLD
sub-109075100_ses-1,60061,119877,3,246,NON_MANIFOLD
sub-109075100_ses-2,60064,119883,3,246,NON_MANIFOLD
sub-109087100_ses-1,60064,119890,0,236,OK
sub-109087100_ses-2,60073,119893,2,253,NON_MANIFOLD
sub-109087100_ses-3,60074,119891,2,257,NON_MANIFOLD
sub-109087100_ses-4,60074,119886,6,266,NON_MANIFOLD
sub-109087100_ses-5,60079,119879,3,280,NON_MANIFOLD
sub-109092100_ses-1,60063,119876,3,251,NON_MANIFOLD
sub-109092100_ses-2,60058,119888,2,228,NON_MANIFOLD
sub-109092100_ses-3,60065,119885,4,247,NON_MANIFOLD
sub-109092100_ses-4,60071,119888,1,253,NON_MANIFOLD
sub-109092100_ses-5,60079,119868,5,293,NON_MANIFOLD
sub-109119100_ses-1,60058,119865,2,251,NON_MANIFOLD
sub-109119100_ses-2,60060,119864,1,255,NON_MANIFOLD
sub-109124100_ses-1,60074,119877,1,270,NON_MANIFOLD
sub-109124100_ses-2,60064,119883,2,245,NON_MANIFOLD
sub-109124100_ses-3,60072,119880,2,264,NON_MANIFOLD
sub-109134100_ses-1,60073,119884,2,262,NON_MANIFOLD
sub-109134100_ses-4,60074,119894,6,258,NON_MANIFOLD
sub-109134100_ses-5,60076,119876,0,274,OK
sub-109138100_ses-1,60066,119863,0,267,OK
sub-109138100_ses-2,60064,119865,0,261,OK
sub-109138100_ses-3,60061,119874,1,247,NON_MANIFOLD
sub-109138100_ses-4,60069,119863,2,275,NON_MANIFOLD
sub-109156100_ses-1,60067,119872,4,264,NON_MANIFOLD
sub-109156100_ses-2,60066,119876,1,255,NON_MANIFOLD
sub-109156100_ses-3,60074,119876,4,274,NON_MANIFOLD
sub-109166100_ses-1,60063,119858,2,268,NON_MANIFOLD
sub-109166100_ses-4,60069,119866,2,272,NON_MANIFOLD
sub-109210100_ses-1,60067,119876,2,258,NON_MANIFOLD
sub-109210100_ses-2,60070,119879,0,259,OK
sub-109210100_ses-5,60083,119874,2,292,NON_MANIFOLD
sub-109232100_ses-1,60065,119884,4,248,NON_MANIFOLD
sub-109232100_ses-2,60071,119886,6,260,NON_MANIFOLD
sub-109232100_ses-4,60072,119883,2,261,NON_MANIFOLD
sub-109252100_ses-1,60065,119889,7,246,NON_MANIFOLD
sub-109252100_ses-4,60071,119893,2,249,NON_MANIFOLD
sub-109268100_ses-1,60065,119877,0,251,OK
sub-109268100_ses-3,60061,119889,2,233,NON_MANIFOLD
sub-109268100_ses-4,60065,119882,6,251,NON_MANIFOLD
sub-109268100_ses-5,60063,119874,1,251,NON_MANIFOLD
sub-109272100_ses-1,60077,119879,2,275,NON_MANIFOLD
sub-109295100_ses-1,60065,119874,2,256,NON_MANIFOLD
sub-109295100_ses-2,60067,119876,4,260,NON_MANIFOLD
sub-109295100_ses-3,60059,119888,4,232,NON_MANIFOLD
sub-109295100_ses-4,60068,119886,2,250,NON_MANIFOLD
sub-109295100_ses-5,60072,119871,0,271,OK
sub-109339100_ses-1,60064,119873,2,255,NON_MANIFOLD
sub-109355100_ses-1,60083,119871,4,297,NON_MANIFOLD
sub-109355100_ses-2,60081,119877,3,286,NON_MANIFOLD
sub-109355100_ses-3,60077,119879,1,274,NON_MANIFOLD
sub-109355100_ses-4,60079,119886,4,274,NON_MANIFOLD
sub-109355100_ses-5,60075,119891,3,260,NON_MANIFOLD
sub-109358100_ses-1,60071,119890,4,254,NON_MANIFOLD
sub-109434100_ses-1,60065,119888,3,243,NON_MANIFOLD
sub-109441200_ses-1,60062,119878,1,245,NON_MANIFOLD
sub-109441200_ses-2,60076,119878,1,273,NON_MANIFOLD
sub-109441200_ses-3,60070,119884,5,259,NON_MANIFOLD
sub-109441200_ses-4,60079,119883,3,276,NON_MANIFOLD
sub-109441200_ses-5,60079,119877,4,283,NON_MANIFOLD
sub-109455100_ses-1,60066,119869,1,262,NON_MANIFOLD
sub-109455100_ses-2,60075,119866,2,284,NON_MANIFOLD
sub-109455100_ses-3,60072,119877,2,267,NON_MANIFOLD
sub-109470100_ses-1,60078,119876,2,280,NON_MANIFOLD
sub-109470100_ses-4,60090,119877,4,305,NON_MANIFOLD
sub-109493100_ses-1,60067,119874,4,262,NON_MANIFOLD
sub-109493100_ses-2,60068,119879,3,258,NON_MANIFOLD
sub-109493100_ses-3,60068,119881,1,254,NON_MANIFOLD
sub-109493100_ses-4,60067,119882,2,252,NON_MANIFOLD
sub-109507100_ses-1,60066,119870,1,261,NON_MANIFOLD
sub-109507100_ses-4,60079,119878,3,281,NON_MANIFOLD
sub-109517100_ses-1,60075,119877,3,272,NON_MANIFOLD
sub-109517100_ses-2,60077,119879,4,277,NON_MANIFOLD
sub-109531100_ses-1,60063,119848,2,278,NON_MANIFOLD
sub-109531100_ses-2,60060,119868,2,252,NON_MANIFOLD
sub-109531100_ses-4,60060,119869,1,250,NON_MANIFOLD
sub-109531100_ses-5,60069,119861,4,279,NON_MANIFOLD
sub-109543100_ses-1,60064,119878,4,252,NON_MANIFOLD
sub-109543100_ses-2,60061,119886,0,234,OK
sub-109543100_ses-3,60064,119889,6,243,NON_MANIFOLD
sub-109543100_ses-4,60068,119884,3,253,NON_MANIFOLD
sub-109543100_ses-5,60073,119876,2,270,NON_MANIFOLD
sub-109556100_ses-1,60072,119871,1,272,NON_MANIFOLD
sub-109556100_ses-3,60076,119877,3,276,NON_MANIFOLD
sub-109556100_ses-4,60078,119883,4,275,NON_MANIFOLD
sub-109568100_ses-1,60069,119871,4,269,NON_MANIFOLD
sub-109568100_ses-4,60076,119875,4,279,NON_MANIFOLD
sub-109580100_ses-1,60072,119898,2,246,NON_MANIFOLD
sub-109580100_ses-2,60081,119904,2,258,NON_MANIFOLD
sub-109580100_ses-3,60078,119903,1,252,NON_MANIFOLD
sub-109595100_ses-1,60074,119875,3,274,NON_MANIFOLD
sub-109595100_ses-2,60068,119891,5,248,NON_MANIFOLD
sub-109595100_ses-3,60072,119892,4,254,NON_MANIFOLD
sub-109595100_ses-4,60076,119889,5,266,NON_MANIFOLD
sub-109595100_ses-5,60100,119878,7,327,NON_MANIFOLD
sub-109600100_ses-1,60058,119856,1,259,NON_MANIFOLD
sub-109600100_ses-2,60060,119857,1,262,NON_MANIFOLD
sub-109617100_ses-1,60064,119863,3,266,NON_MANIFOLD
sub-109617100_ses-2,60064,119868,2,260,NON_MANIFOLD
sub-109617100_ses-4,60069,119873,4,267,NON_MANIFOLD
sub-109617100_ses-5,60080,119858,3,303,NON_MANIFOLD
sub-109632100_ses-1,60071,119873,2,269,NON_MANIFOLD
sub-109632100_ses-2,60075,119876,2,274,NON_MANIFOLD
sub-109651100_ses-1,60067,119875,1,258,NON_MANIFOLD
sub-109651100_ses-2,60072,119880,4,266,NON_MANIFOLD
sub-109651100_ses-3,60072,119880,1,263,NON_MANIFOLD
sub-109651100_ses-4,60074,119881,1,266,NON_MANIFOLD
sub-109678100_ses-1,60079,119868,3,291,NON_MANIFOLD
sub-109678100_ses-2,60079,119869,3,290,NON_MANIFOLD
sub-109678100_ses-3,60079,119864,8,300,NON_MANIFOLD
sub-109678100_ses-4,60076,119870,3,283,NON_MANIFOLD
sub-109678100_ses-5,60085,119868,5,305,NON_MANIFOLD
sub-109693100_ses-1,60058,119865,1,250,NON_MANIFOLD
sub-109693100_ses-4,60071,119870,2,272,NON_MANIFOLD
sub-109693100_ses-5,60075,119860,2,290,NON_MANIFOLD
sub-109702100_ses-4,60063,119886,1,239,NON_MANIFOLD
sub-109702100_ses-5,60070,119888,3,253,NON_MANIFOLD
sub-109703100_ses-1,60067,119868,8,272,NON_MANIFOLD
sub-109703100_ses-2,60074,119869,5,281,NON_MANIFOLD
sub-109703100_ses-3,60072,119867,1,276,NON_MANIFOLD
sub-109703100_ses-4,60082,119866,3,299,NON_MANIFOLD
sub-109709100_ses-1,60061,119886,5,239,NON_MANIFOLD
sub-109709100_ses-2,60058,119894,0,220,OK
sub-109709100_ses-3,60058,119898,1,217,NON_MANIFOLD
sub-109709100_ses-4,60066,119894,2,238,NON_MANIFOLD
sub-109709100_ses-5,60068,119894,1,241,NON_MANIFOLD
sub-109712100_ses-1,60060,119876,2,244,NON_MANIFOLD
sub-109712100_ses-5,60075,119865,2,285,NON_MANIFOLD
sub-109724100_ses-1,60068,119867,1,268,NON_MANIFOLD
sub-109724100_ses-2,60064,119882,2,246,NON_MANIFOLD
sub-109724100_ses-3,60074,119879,3,270,NON_MANIFOLD
sub-109724100_ses-4,60069,119875,3,264,NON_MANIFOLD
sub-109733100_ses-1,60069,119892,5,249,NON_MANIFOLD
sub-109733100_ses-2,60072,119876,1,267,NON_MANIFOLD
sub-109733100_ses-4,60080,119876,5,287,NON_MANIFOLD
sub-109758100_ses-1,60069,119878,0,258,OK
sub-109758100_ses-2,60069,119884,3,255,NON_MANIFOLD
sub-109758100_ses-3,60068,119883,3,254,NON_MANIFOLD
sub-109758100_ses-5,60083,119874,2,292,NON_MANIFOLD
sub-109771100_ses-1,60069,119881,1,256,NON_MANIFOLD
sub-109771100_ses-2,60075,119889,3,260,NON_MANIFOLD
sub-109771100_ses-3,60076,119889,4,265,NON_MANIFOLD
sub-109775100_ses-1,60060,119868,0,250,OK
sub-109776100_ses-1,60065,119845,3,286,NON_MANIFOLD
sub-109776100_ses-2,60065,119859,7,276,NON_MANIFOLD
sub-109776100_ses-3,60069,119868,2,270,NON_MANIFOLD
sub-109776100_ses-4,60068,119862,4,275,NON_MANIFOLD
sub-109776100_ses-5,60073,119857,3,290,NON_MANIFOLD
sub-109783100_ses-1,60067,119875,2,259,NON_MANIFOLD
sub-109783100_ses-2,60068,119882,4,256,NON_MANIFOLD
sub-109783100_ses-3,60069,119879,1,258,NON_MANIFOLD
sub-109783100_ses-4,60078,119882,5,277,NON_MANIFOLD
sub-109783100_ses-5,60078,119879,4,279,NON_MANIFOLD
sub-109807100_ses-1,60067,119871,0,261,OK
sub-109807100_ses-2,60074,119874,5,277,NON_MANIFOLD
sub-109807100_ses-3,60072,119881,4,265,NON_MANIFOLD
sub-109807100_ses-4,60075,119870,2,280,NON_MANIFOLD
sub-109810100_ses-1,60063,119880,3,247,NON_MANIFOLD
sub-109810100_ses-2,60063,119878,2,248,NON_MANIFOLD
sub-109810100_ses-3,60065,119885,0,243,OK
sub-109855100_ses-1,60065,119876,2,254,NON_MANIFOLD
sub-109855100_ses-2,60074,119877,0,269,OK
sub-109855100_ses-3,60065,119880,3,251,NON_MANIFOLD
sub-109858100_ses-1,60063,119892,2,234,NON_MANIFOLD
sub-109858100_ses-2,60063,119898,3,229,NON_MANIFOLD
sub-109858100_ses-3,60071,119891,2,251,NON_MANIFOLD
sub-109868100_ses-1,60061,119853,1,268,NON_MANIFOLD
sub-109868100_ses-2,60070,119855,1,284,NON_MANIFOLD
sub-109868100_ses-3,60059,119868,3,251,NON_MANIFOLD
sub-109868100_ses-4,60068,119870,2,266,NON_MANIFOLD
sub-109868100_ses-5,60076,119854,4,300,NON_MANIFOLD
sub-109882100_ses-4,60066,119878,3,255,NON_MANIFOLD
sub-109898100_ses-4,60073,119875,1,270,NON_MANIFOLD
sub-109898100_ses-5,60086,119866,4,308,NON_MANIFOLD
sub-109920100_ses-1,60060,119893,5,230,NON_MANIFOLD
sub-109920100_ses-5,60079,119888,2,270,NON_MANIFOLD
sub-109921100_ses-1,60076,119895,6,261,NON_MANIFOLD
sub-109921100_ses-2,60067,119901,3,234,NON_MANIFOLD
sub-109921100_ses-3,60079,119891,4,269,NON_MANIFOLD
sub-109921100_ses-4,60074,119902,0,244,OK
sub-109921100_ses-5,60083,119890,3,277,NON_MANIFOLD
sub-109937100_ses-1,60069,119880,2,258,NON_MANIFOLD
sub-109937100_ses-3,60078,119891,3,266,NON_MANIFOLD
sub-109937100_ses-4,60082,119885,1,278,NON_MANIFOLD
sub-109937100_ses-5,60073,119891,4,257,NON_MANIFOLD
sub-109956100_ses-1,60063,119870,2,256,NON_MANIFOLD
sub-109956100_ses-2,60068,119874,1,261,NON_MANIFOLD
sub-109956100_ses-3,60073,119868,7,281,NON_MANIFOLD
sub-109956100_ses-4,60080,119873,5,290,NON_MANIFOLD
sub-109956100_ses-5,60086,119858,6,316,NON_MANIFOLD
sub-109958100_ses-1,60068,119879,4,259,NON_MANIFOLD
sub-109958100_ses-2,60072,119875,1,268,NON_MANIFOLD
sub-109958100_ses-3,60065,119884,0,244,OK
sub-109958100_ses-4,60080,119887,3,274,NON_MANIFOLD
sub-109975100_ses-1,60060,119873,2,247,NON_MANIFOLD
sub-109975100_ses-2,60069,119872,2,266,NON_MANIFOLD
sub-109975100_ses-3,60068,119871,2,265,NON_MANIFOLD
sub-109975100_ses-4,60072,119875,3,270,NON_MANIFOLD
sub-109994100_ses-1,60064,119873,0,253,OK
sub-109994100_ses-2,60070,119874,1,265,NON_MANIFOLD
sub-109994100_ses-3,60066,119879,4,255,NON_MANIFOLD
sub-109994100_ses-4,60071,119874,3,269,NON_MANIFOLD
sub-110007100_ses-1,60069,119856,3,283,NON_MANIFOLD
sub-110007100_ses-2,60070,119863,3,278,NON_MANIFOLD
sub-110007100_ses-3,60069,119866,1,271,NON_MANIFOLD
sub-110007100_ses-5,60073,119862,1,283,NON_MANIFOLD
sub-110021100_ses-1,60063,119878,2,248,NON_MANIFOLD
sub-110021100_ses-2,60067,119881,5,256,NON_MANIFOLD
sub-110021100_ses-3,60074,119878,2,270,NON_MANIFOLD
sub-110021100_ses-4,60071,119882,3,261,NON_MANIFOLD
sub-110023100_ses-1,60069,119851,3,288,NON_MANIFOLD
sub-110023100_ses-2,60069,119859,3,280,NON_MANIFOLD
sub-110023100_ses-3,60069,119874,0,262,OK
sub-110023100_ses-4,60073,119869,3,278,NON_MANIFOLD
sub-110023100_ses-5,60072,119861,0,281,OK
sub-110024100_ses-1,60074,119873,0,273,OK
sub-110024100_ses-2,60073,119880,1,265,NON_MANIFOLD
sub-110024100_ses-4,60077,119877,2,277,NON_MANIFOLD
sub-110024100_ses-5,60082,119865,1,298,NON_MANIFOLD
sub-110041100_ses-1,60071,119869,0,271,OK
sub-110041100_ses-2,60070,119865,4,277,NON_MANIFOLD
sub-110052100_ses-1,60063,119873,2,253,NON_MANIFOLD
sub-110052100_ses-2,60063,119880,3,247,NON_MANIFOLD
sub-110052100_ses-3,60064,119882,0,244,OK
sub-110056100_ses-1,60057,119851,1,262,NON_MANIFOLD
sub-110056100_ses-2,60063,119860,2,266,NON_MANIFOLD
sub-110074100_ses-1,60061,119881,4,243,NON_MANIFOLD
sub-110074100_ses-2,60065,119878,2,252,NON_MANIFOLD
sub-110074100_ses-3,60071,119886,4,258,NON_MANIFOLD
sub-110074100_ses-4,60071,119878,2,264,NON_MANIFOLD
sub-110074100_ses-5,60072,119884,3,261,NON_MANIFOLD
sub-110114100_ses-1,60064,119865,4,265,NON_MANIFOLD
sub-110114100_ses-2,60072,119867,1,276,NON_MANIFOLD
sub-110114100_ses-3,60065,119874,0,254,OK
sub-110114100_ses-4,60076,119880,2,272,NON_MANIFOLD
sub-110114100_ses-5,60077,119868,5,289,NON_MANIFOLD
sub-110116100_ses-1,60062,119861,4,265,NON_MANIFOLD
sub-110116100_ses-2,60061,119878,1,243,NON_MANIFOLD
sub-110116100_ses-3,60064,119873,1,254,NON_MANIFOLD
sub-110116100_ses-4,60071,119881,3,262,NON_MANIFOLD
sub-110197200_ses-1,60056,119866,2,246,NON_MANIFOLD
sub-110197200_ses-3,60064,119870,2,258,NON_MANIFOLD
sub-110198100_ses-1,60068,119877,1,258,NON_MANIFOLD
sub-110198100_ses-2,60066,119875,2,257,NON_MANIFOLD
sub-110276100_ses-1,60075,119881,2,269,NON_MANIFOLD
sub-110276100_ses-2,60074,119885,5,266,NON_MANIFOLD
sub-110302200_ses-1,60062,119872,3,253,NON_MANIFOLD
sub-110367100_ses-1,60065,119884,3,247,NON_MANIFOLD
sub-110367100_ses-2,60068,119878,3,259,NON_MANIFOLD
sub-110367100_ses-3,60065,119887,0,241,OK
sub-110546100_ses-1,60066,119872,2,260,NON_MANIFOLD
sub-110546100_ses-2,60066,119875,3,258,NON_MANIFOLD
sub-110572100_ses-1,60063,119877,0,247,OK
sub-110572100_ses-2,60070,119876,4,266,NON_MANIFOLD
sub-110572100_ses-3,60073,119869,1,276,NON_MANIFOLD
sub-110572100_ses-4,60075,119874,6,280,NON_MANIFOLD
sub-110777100_ses-1,60070,119882,1,257,NON_MANIFOLD
sub-110777100_ses-2,60068,119889,3,248,NON_MANIFOLD
sub-110777100_ses-3,60068,119888,2,248,NON_MANIFOLD
sub-110799100_ses-1,60066,119877,1,254,NON_MANIFOLD
sub-110799100_ses-2,60061,119881,2,241,NON_MANIFOLD
sub-110799100_ses-3,60068,119876,0,258,OK
sub-110830100_ses-1,60054,119864,1,243,NON_MANIFOLD
sub-110830100_ses-2,60065,119869,3,262,NON_MANIFOLD
sub-110830100_ses-3,60062,119867,1,256,NON_MANIFOLD
sub-110830100_ses-4,60072,119861,3,284,NON_MANIFOLD
sub-110831100_ses-1,60064,119868,2,260,NON_MANIFOLD
sub-110831100_ses-2,60067,119879,5,258,NON_MANIFOLD
sub-110831100_ses-4,60075,119870,0,278,OK
sub-110858100_ses-1,60066,119862,2,270,NON_MANIFOLD
sub-110873100_ses-1,60063,119873,3,254,NON_MANIFOLD
sub-110873100_ses-2,60065,119873,5,260,NON_MANIFOLD
sub-110873100_ses-3,60064,119874,0,252,OK
sub-111004100_ses-1,60060,119870,2,250,NON_MANIFOLD
sub-111004100_ses-2,60058,119876,4,242,NON_MANIFOLD
sub-111004100_ses-3,60067,119874,3,261,NON_MANIFOLD
sub-111026100_ses-1,60064,119868,1,259,NON_MANIFOLD
sub-111026100_ses-2,60062,119866,1,257,NON_MANIFOLD
